Reviews,Tokens,Class
"['si', 'ir', 'coger', 'autobus', 'cogimos', 'taxi', '11', '000', 'cp', 'terminal', 'autobuses', 'cuesta', '2', '500', 'cop', 'entrar', 'luego', '4', '500', 'cop', 'coger', 'autobus', 'ir', 'zipaquira', 'tendras', 'pagar', 'aquellos', 'vez', 'camino', 'vuelta', 'andando', 'catedral', 'malgastes', 'dinero', 'taxi', 'tarda', '15', 'minutos', 'subiendo', 'unas', 'escaleras', 'billete', 'cuesta', '25', '000', 'cop', 'incluia', 'visita', 'guiada', 'esperar', 'excursion', 'ingles', 'embargo', 'tan', 'aburrido', 'todas', 'personas', 'doy', '5', 'estrellas', 'realmente', 'senti', 'perdida', 'tiempo', 'si', 'super', 'religiosos', 'cosas', 'jesus', 'amor', 'quizas', 'tan', 'solo', 'monton', 'cruces', 'excursion', 'explica', 'simbolismo', 'cada', 'aprender', 'mina', 'absoluto', 'toda', 'cosa', 'decepcion', 'pagamos', '100', '000', 'pesos', 'excursion', 'puede', 'ser', 'demasiado', 'molestos']","['si', 'ir', 'cog', 'autobus', 'cog', 'taxi', '11', '000', 'cp', 'terminal', 'autobus', 'cuest', '2', '500', 'cop', 'entrar', 'lueg', '4', '500', 'cop', 'cog', 'autobus', 'ir', 'zipaquir', 'tendr', 'pag', 'aquell', 'vez', 'camin', 'vuelt', 'andand', 'catedral', 'malgast', 'diner', 'taxi', 'tard', '15', 'minut', 'sub', 'unas', 'escaler', 'billet', 'cuest', '25', '000', 'cop', 'inclui', 'visit', 'gui', 'esper', 'excursion', 'ingles', 'embarg', 'tan', 'aburr', 'tod', 'person', 'doy', '5', 'estrell', 'realment', 'senti', 'perd', 'tiemp', 'si', 'sup', 'religi', 'cos', 'jesus', 'amor', 'quiz', 'tan', 'sol', 'monton', 'cruc', 'excursion', 'explic', 'simbol', 'cad', 'aprend', 'min', 'absolut', 'tod', 'cos', 'decepcion', 'pag', '100', '000', 'pes', 'excursion', 'pued', 'ser', 'demasi', 'molest']",4
"['clasico', 'hotel', 'habana', 'edificio', 'cuidado', 'unas', 'excelentes', 'vistas', 'toda', 'ciudad', 'sobretodo', 'pisos', 'altos', 'habitaciones', 'ultimos', 'pisos', 'the', 'level', 'estan', 'recien', 'renovadas', 'amplias', 'comodas', 'modernas', 'confortables', 'camas', 'lavabos', 'estan', 'integrados', 'habitacion', 'buena', 'luz', 'ducha', 'retretes', 'estan', 'parte', 'si', 'destacar', 'acabados', 'buenos', 'desayunos', 'correctos', 'cuba', 'restaurantes', 'hotel', 'estan', 'bien', 'seis', 'ascensores', 'solo', 'funcionaban', 'tres', 'habia', 'aglomeraciones', 'tardaban', 'destacar', 'agradable', 'personal', 'trato', 'recibido']","['clasic', 'hotel', 'haban', 'edifici', 'cuid', 'unas', 'excelent', 'vist', 'tod', 'ciud', 'sobretod', 'pis', 'altos', 'habit', 'ultim', 'pis', 'the', 'level', 'estan', 'reci', 'renov', 'ampli', 'comod', 'modern', 'confort', 'cam', 'lavab', 'estan', 'integr', 'habit', 'buen', 'luz', 'duch', 'retret', 'estan', 'part', 'si', 'destac', 'acab', 'buen', 'desayun', 'correct', 'cub', 'restaur', 'hotel', 'estan', 'bien', 'seis', 'ascensor', 'sol', 'funcion', 'tres', 'habi', 'aglomer', 'tard', 'destac', 'agrad', 'personal', 'trat', 'recib']",3
"['mejores', 'paseos', 'hicimos', 'visita', 'mexico', 'recomiendo', 'encarecidamente', 'visita', 'tan', 'puede', 'aprender', 'entender', 'historia', 'chichen', 'itza', 'lleva', 'paraguas', 'poca', 'sombra', 'tambien', 'tome', 'mucha', 'agua', 'necesitara', 'piramide', 'increible', 'templos', 'estabamos', 'adultos', 'adolescentes', 'ninos', 'pequenos', 'guia', 'explico', 'filosofia', 'cosmologia', 'mitologia', 'detras', 'antiguo', 'sitio', 'tales', 'significado', 'tallas', 'piedra', 'piramides', 'plataformas', 'canchas', 'escaleras', 'pelota', 'historia', 'increible', 'sabia', 'riviera', 'maya', 'tarifa', 'baja', 'cancer', 'atribuyen', 'comer', 'dieta', 'verduras', 'etc', 'monton', 'chiles', 'habanero', 'tour', 'tambien', 'incluye', 'almuerzo', 'pudimos', 'ir', 'cenote']","['mejor', 'pase', 'hic', 'visit', 'mexic', 'recom', 'encarecid', 'visit', 'tan', 'pued', 'aprend', 'entend', 'histori', 'chich', 'itza', 'llev', 'paragu', 'poc', 'sombr', 'tambi', 'tom', 'much', 'agu', 'necesit', 'piramid', 'increibl', 'templ', 'estab', 'adult', 'adolescent', 'nin', 'pequen', 'gui', 'explic', 'filosofi', 'cosmologi', 'mitologi', 'detr', 'antigu', 'siti', 'tal', 'signific', 'tall', 'piedr', 'piramid', 'plataform', 'canch', 'escaler', 'pelot', 'histori', 'increibl', 'sabi', 'riv', 'may', 'tarif', 'baj', 'canc', 'atribu', 'com', 'diet', 'verdur', 'etc', 'monton', 'chil', 'habaner', 'tour', 'tambi', 'inclu', 'almuerz', 'pud', 'ir', 'cenot']",3
"['excelente', 'servicio', 'parte', 'personal', 'especial', 'senorita', 'galette', 'creo', 'podrian', 'mejorar', 'condiciones', 'hotel', 'areas', 'aun', 'ven', 'viejas', 'cuanto', 'desayuno', 'restaurante', 'pienso', 'estandar']","['excelent', 'servici', 'part', 'personal', 'especial', 'senorit', 'galett', 'cre', 'podri', 'mejor', 'condicion', 'hotel', 'are', 'aun', 'ven', 'viej', 'cuant', 'desayun', 'restaur', 'piens', 'estand']",4
"['alimentos', 'bien', 'cumplen', 'servicio', 'regular', 'mediocre', 'carta', 'enganosa', '1', 'queso', 'parmesano', 'pasta', '45', 'pesos', 'primera', 'vez', 'cobran', 'queso', 'parmesano', 'forma', 'vaga', 'incrementar', 'precio', 'practicamente', 'cualquier', 'pasta', 'superando', 'asi', '200', 'mxp', '2', 'pastas', 'dicen', 'contener', 'productos', 'frescos', 'concha', 'llegan', 'servidas', 'productos', 'lata', 'mal', 'utilizarlos', 'vale', 'enganar', 'cliente', 'si', 'mejor', 'opcion', 'aunque', 'cena', 'especial', 'puede', 'funcionar']","['aliment', 'bien', 'cumpl', 'servici', 'regul', 'mediocr', 'cart', 'engan', '1', 'ques', 'parmesan', 'past', '45', 'pes', 'primer', 'vez', 'cobr', 'ques', 'parmesan', 'form', 'vag', 'increment', 'preci', 'practic', 'cualqui', 'past', 'super', 'asi', '200', 'mxp', '2', 'past', 'dic', 'conten', 'product', 'fresc', 'conch', 'lleg', 'serv', 'product', 'lat', 'mal', 'utiliz', 'val', 'engan', 'client', 'si', 'mejor', 'opcion', 'aunqu', 'cen', 'especial', 'pued', 'funcion']",4
"['lugar', 'puede', 'dejar', 'visitar', 'alimentos', 'calidad', 'buen', 'servicio', 'recomendable', 'platillos', 'temporada', 'carta', 'cemita', 'rabo', 'res', 'braseado', 'ufff', 'exquisita', 'tambien', 'manejan', 'amplia', 'seleccion', 'mezcales', 'mas']","['lug', 'pued', 'dej', 'visit', 'aliment', 'calid', 'buen', 'servici', 'recomend', 'platill', 'tempor', 'cart', 'cemit', 'rab', 'res', 'bras', 'ufff', 'exquisit', 'tambi', 'manej', 'ampli', 'seleccion', 'mezcal', 'mas']",4
"['descubrimos', 'restaurante', 'mientras', 'busca', 'lugar', 'comer', 'descubrimiento', 'maravilloso', 'restaurante', 'tranquilo', 'musica', 'suave', 'fondo', 'menu', 'interesante', 'precios', 'razonables', 'mas', 'importante', 'comida', 'deliciosa', 'servicio', 'mejores', 'mexico', 'pais', 'generalmente', 'buen', 'servicio', 'marido', 'compartimos', 'pedidos', 'molates', 'chanclas', 'tenia', 'buen', 'vino', 'tinto', 'marido', 'pidio', 'pulque', 'luego', 'tazon', 'sopa', 'pescado', 'cerviche', 'poblano', 'llego', 'temperatura', 'adecuada', 'sabrosa', 'nivel', 'justo', 'condimentos', 'si', 'puebla', 'nuevo', 'seguramente', 'volveremos', 'visitar', 'nuevo', 'roja', 'anafremas']","['descubr', 'restaur', 'mientr', 'busc', 'lug', 'com', 'descubr', 'maravill', 'restaur', 'tranquil', 'music', 'suav', 'fond', 'menu', 'interes', 'preci', 'razon', 'mas', 'import', 'com', 'delici', 'servici', 'mejor', 'mexic', 'pais', 'general', 'buen', 'servici', 'mar', 'compart', 'ped', 'molat', 'chancl', 'teni', 'buen', 'vin', 'tint', 'mar', 'pidi', 'pulqu', 'lueg', 'tazon', 'sop', 'pesc', 'cervich', 'poblan', 'lleg', 'temperatur', 'adecu', 'sabros', 'nivel', 'just', 'condiment', 'si', 'puebl', 'nuev', 'segur', 'volv', 'visit', 'nuev', 'roj', 'anafrem']",4
"['primera', 'comida', 'almuerzo', 'tras', 'llegar', 'habana', 'ubicacion', 'malecon', 'delicia', 'comida', 'decepcionante', 'tostones', 'insipido', 'cocidas', 'sal', 'centro', 'suavidad', 'ayuda', 'gusta', 'platanos', 'teniamos', 'mejor', 'menos', '3', 'lugares', 'habana', 'nuevo', 'pescado', 'parrilla', 'recocido', 'sabor', 'cola', 'langosta', 'bien', 'mojitos', 'buenas', 'precios', 'menu', 'parecia', 'promedio', 'comimos', 'habana', 'demasiado', 'caro', 'sirven', 'camareros', 'cordiales', 'pasaremos', 'aqui', 'proximo', 'viaje', 'habana', 'mas']","['primer', 'com', 'almuerz', 'tras', 'lleg', 'haban', 'ubic', 'malecon', 'delici', 'com', 'decepcion', 'toston', 'insip', 'coc', 'sal', 'centr', 'suavid', 'ayud', 'gust', 'platan', 'teni', 'mejor', 'men', '3', 'lugar', 'haban', 'nuev', 'pesc', 'parrill', 'recoc', 'sabor', 'col', 'langost', 'bien', 'mojit', 'buen', 'preci', 'menu', 'pareci', 'promedi', 'com', 'haban', 'demasi', 'car', 'sirv', 'camarer', 'cordial', 'pas', 'aqui', 'proxim', 'viaj', 'haban', 'mas']",5
"['trata', 'restaurante', 'sirve', 'buena', 'comida', 'ambiente', 'agradable', 'lugar', 'situado', 'valle', 'cerca', 'hoteles', 'menu', 'mundo', 'recomiendo', 'pedir', 'par', 'cosas', 'diferentes', 'compartir', 'asi', 'puedes', 'probar', 'platos', 'diferente', 'experiencia', 'servicio', 'bueno', 'decente', 'nivel', 'lugar', 'llego', 'despues', 'persona', 'descanso', 'reunion', 'nadie', 'vino', 'copa', 'favorita', 'ultimo', 'pregunto', 'alguien', 'vino', 'izquierda', 'solo', 'tener', 'camarero', 'venga', 'pregunte', 'nuevo', 'aunque', 'repeti', 'queria', 'dos', 'veces', 'todavia', 'dieron', 'mal', 'cosas', 'incomodas', 'visite', 'lugar', 'exclusivo', 'mas']","['trat', 'restaur', 'sirv', 'buen', 'com', 'ambient', 'agrad', 'lug', 'situ', 'vall', 'cerc', 'hotel', 'menu', 'mund', 'recom', 'ped', 'par', 'cos', 'diferent', 'compart', 'asi', 'pued', 'prob', 'plat', 'diferent', 'experient', 'servici', 'buen', 'decent', 'nivel', 'lug', 'lleg', 'despu', 'person', 'descans', 'reunion', 'nadi', 'vin', 'cop', 'favorit', 'ultim', 'pregunt', 'algui', 'vin', 'izquierd', 'sol', 'ten', 'camarer', 'veng', 'pregunt', 'nuev', 'aunqu', 'repeti', 'queri', 'dos', 'vec', 'todavi', 'dieron', 'mal', 'cos', 'incomod', 'visit', 'lug', 'exclus', 'mas']",5
"['decepcionado', 'restaurante', 'comida', 'buena', 'bien', 'fecha', 'llegada', 'pregunte', 'agua', 'camarero', 'ofrecio', 'botella', 'mesa', 'sugerir', 'alternativa', 'aconsejar', 'exageradamente', 'alto', 'precio', 'sabia', 'botella', 'agua', '10', 'explico', 'enfadado', 'debia', 'haber', 'dijo', 'antelacion', 'incluso', 'mas', 'molesto', 'hecho', 'unica', 'solucion', 'decir', 'ah', 'si', 'usted', 'primera', 'persona', 'decir', 'buena', 'botella', 'puedes', 'llevar', 'casa', 'recuerdo', 'parecio', 'completamente', 'condescendientes', 'ten', 'mente', 'cena', '20', 'dolares', 'si', 'caro', 'nunca', 'vida', 'visto', 'restaurante', 'nivel', 'menos', 'america', 'latina', 'dupes', 'personas', 'pagar', '10', 'agua', 'simplemente', 'puedo', 'creer', 'encontrar', 'exasperante', 'estimado', 'propietario', 'gerente', 'responsabilidad', 'tren', 'camareros', 'explicar', 'restaurante', 'asi', 'precio', 'consume', 'contrario', 'ajuste', 'usted', 'mismo', 'fracaso', 'decir', 'enojado', 'clientes', 'mas']","['decepcion', 'restaur', 'com', 'buen', 'bien', 'fech', 'lleg', 'pregunt', 'agu', 'camarer', 'ofreci', 'botell', 'mes', 'suger', 'altern', 'aconsej', 'exager', 'alto', 'preci', 'sabi', 'botell', 'agu', '10', 'explic', 'enfad', 'debi', 'hab', 'dij', 'antel', 'inclus', 'mas', 'molest', 'hech', 'unic', 'solucion', 'dec', 'ah', 'si', 'usted', 'primer', 'person', 'dec', 'buen', 'botell', 'pued', 'llev', 'cas', 'recuerd', 'pareci', 'complet', 'condescendient', 'ten', 'ment', 'cen', '20', 'dolar', 'si', 'car', 'nunc', 'vid', 'vist', 'restaur', 'nivel', 'men', 'amer', 'latin', 'dup', 'person', 'pag', '10', 'agu', 'simplement', 'pued', 'cre', 'encontr', 'exasper', 'estim', 'propietari', 'gerent', 'respons', 'tren', 'camarer', 'explic', 'restaur', 'asi', 'preci', 'consum', 'contrari', 'ajust', 'usted', 'mism', 'fracas', 'dec', 'enoj', 'client', 'mas']",5
"['increible', 'pasear', 'comer', 'paseo', 'junto', 'momento', 'esposo', 'encantados', 'tan', 'hermosa', 'ciudad']","['increibl', 'pas', 'com', 'pase', 'junt', 'moment', 'espos', 'encant', 'tan', 'hermos', 'ciud']",4
"['primero', 'debe', 'reservar', 'hotel', 'antelacion', 'precio', 'mas', 'elevados', 'si', 'hicieron', 'primero', 'chico', 'recepcion', 'dijo', 'habeis', 'visto', 'precio', 'caro', 'aqui', 'distantes', 'saludar', 'clientes', 'habitacion', 'mal', 'bano', 'incluso', 'peor', 'menos', 'limpio', 'desayuno', 'buena', 'etheir']","['primer', 'deb', 'reserv', 'hotel', 'antel', 'preci', 'mas', 'elev', 'si', 'hic', 'primer', 'chic', 'recepcion', 'dij', 'habeis', 'vist', 'preci', 'car', 'aqui', 'distant', 'salud', 'client', 'habit', 'mal', 'ban', 'inclus', 'peor', 'men', 'limpi', 'desayun', 'buen', 'ethe']",5
"['mejores', 'restaurantes', 'monterrey', 'menu', 'excelente', 'platillos', 'bastos', 'menu', 'vinos', 'amplio', 'variado', 'personal', 'altamente', 'amable', 'servicial']","['mejor', 'restaur', 'monterrey', 'menu', 'excelent', 'platill', 'bast', 'menu', 'vin', 'ampli', 'vari', 'personal', 'alt', 'amabl', 'servicial']",4
"['servicio', 'personal', 'bueno', 'embargo', 'restaurant', 'pobre', 'pocas', 'opciones', 'desayuno', 'espero', 'puedan', 'mejorarlo', 'instalaciones', 'estan', 'orden', 'limpias', 'bonitas', 'bien', 'ubicado']","['servici', 'personal', 'buen', 'embarg', 'restaurant', 'pobr', 'poc', 'opcion', 'desayun', 'esper', 'pued', 'mejor', 'instal', 'estan', 'orden', 'limpi', 'bonit', 'bien', 'ubic']",5
"['hotel', 'queda', 'perfecto', 'llegar', 'merida', 'buena', 'ubicacion', 'servicios', 'ofrece', 'tal', 'dan', 'habitacion', 'comoda', 'siempre', 'arreglada', 'duda', 'regresaremos', 'mismo', 'hotel']","['hotel', 'qued', 'perfect', 'lleg', 'mer', 'buen', 'ubic', 'servici', 'ofrec', 'tal', 'dan', 'habit', 'comod', 'siempr', 'arregl', 'dud', 'regres', 'mism', 'hotel']",5
"['sentamos', 'terraza', 'vistas', 'zocalo', 'pizza', 'buena', 'servicio', 'estupendo', 'volumen', 'musica', 'segundo', 'piso', 'alto', 'perfecto', 'balcon', 'solo', 'dos', 'mesas', 'dos', 'asi', 'siguiente', 'mejor', 'lugar', 'mesas', 'dan', 'calle', 'mas']","['sent', 'terraz', 'vist', 'zocal', 'pizz', 'buen', 'servici', 'estupend', 'volum', 'music', 'segund', 'pis', 'alto', 'perfect', 'balcon', 'sol', 'dos', 'mes', 'dos', 'asi', 'siguient', 'mejor', 'lug', 'mes', 'dan', 'call', 'mas']",3
"['museo', 've', 'mejor', 'guadalajara', 'cdmx', 'ejemplo', 'felipe', 'vi', 've', 'diferentes', 'raros', '3', 'museos', 'esposa', 'conocio', 'pena', 'dice', 'concuerda', 'estatura', 'real']","['muse', 've', 'mejor', 'guadalaj', 'cdmx', 'ejempl', 'felip', 'vi', 've', 'diferent', 'rar', '3', 'muse', 'espos', 'conoci', 'pen', 'dic', 'concuerd', 'estatur', 'real']",4
"['hotel', 'bien', 'ubicado', 'seguro', 'habitaciones', 'confortables', 'regadera', 'excelente', 'buen', 'aire', 'acondicionado', 'comida', 'restaunte', 'primera', 'gente', 'amable', 'espcios', 'amplios', '4', 'elevadores']","['hotel', 'bien', 'ubic', 'segur', 'habit', 'confort', 'regader', 'excelent', 'buen', 'air', 'acondicion', 'com', 'restaunt', 'primer', 'gent', 'amabl', 'espci', 'ampli', '4', 'elev']",5
"['extrano', 'encontrar', 'habana', 'lugar', 'tan', 'apretado', 'personas', 'capaces', 'esperar', 'cola', 'minutos', 'tener', 'plecer', 'alli', 'disfrutar', 'lugar', 'calidad', 'establecimiento', 'sobrevalorada', 'realmente', 'exquisito', 'mas']","['extran', 'encontr', 'haban', 'lug', 'tan', 'apret', 'person', 'capac', 'esper', 'col', 'minut', 'ten', 'plec', 'alli', 'disfrut', 'lug', 'calid', 'establec', 'sobrevalor', 'realment', 'exquisit', 'mas']",5
"['gran', 'hotel', 'duda', 'vanguardia', 'refiere', 'sector', 'turistico', 'instalaciones', 'comodas', 'comida', 'rica', 'atencion', 'aceptable', 'vale', 'pena', 'hospedarse', 'repetir']","['gran', 'hotel', 'dud', 'vanguardi', 'refier', 'sector', 'turist', 'instal', 'comod', 'com', 'ric', 'atencion', 'acept', 'val', 'pen', 'hosped', 'repet']",3
"['deben', 'revisar', 'bien', 'politica', 'cobro', 'impuestos', 'informar', 'bien', 'cliente', 'momento', 'registrarse', 'habitacion', 'esperar', 'final', 'cobrar', 'cosas', 'pagadas', 'paso']","['deb', 'revis', 'bien', 'polit', 'cobr', 'impuest', 'inform', 'bien', 'client', 'moment', 'registr', 'habit', 'esper', 'final', 'cobr', 'cos', 'pag', 'pas']",3
"['excelente', 'servicio', 'conexion', 'sistema', 'integrado', 'transporte', 'acceso', 'toda', 'ciudad', 'gusta', 'incluyente', 'descuentos', 'personas', 'bajos', 'ingresos', 'limpio', 'ordenado', 'bien', 'administrado']","['excelent', 'servici', 'conexion', 'sistem', 'integr', 'transport', 'acces', 'tod', 'ciud', 'gust', 'incluyent', 'descuent', 'person', 'baj', 'ingres', 'limpi', 'orden', 'bien', 'administr']",4
"['gusto', 'trato', 'recepcionistas', 'groseras', 'forma', 'atenderme', 'contestaba', 'buena', 'actitud', 'cuarto', 'sucio', 'habia', 'jabon', 'aislado', 'explican', 'bien', 'pago', 'cosas']","['gust', 'trat', 'recepcion', 'groser', 'form', 'atend', 'contest', 'buen', 'actitud', 'cuart', 'suci', 'habi', 'jabon', 'aisl', 'explic', 'bien', 'pag', 'cos']",5
"['bodega', 'medio', 'parada', 'obligada', 'habana', 'vieja', 'musica', 'vivo', 'mojitos', '6', 'cuc', 'media', 'lugar', 'puede', 'comer', 'comprar', 'merchandising', 'lugar', 'recomendable']","['bodeg', 'medi', 'par', 'oblig', 'haban', 'viej', 'music', 'viv', 'mojit', '6', 'cuc', 'medi', 'lug', 'pued', 'com', 'compr', 'merchandising', 'lug', 'recomend']",3
"['pase', '2', 'dias', 'habana', 'hotel', 'habana', 'panorama', 'familia', 'verdad', 'sentimos', 'bien', 'atendidos', 'hotel', 'bonito', 'varios', 'pisos', '2', 'ascensores', 'panoramicos', 'comun', 'habitaciones', 'espaciosas', 'precisa', 'pasar', 'unas', 'buenas', 'vacaciones', 'varios', 'bares', 'restaurantes', 'carta', 'bufett', 'sala', 'juegos', 'piscina', 'bar', 'incluido', 'gimnasio', 'etc', 'hablar', 'atencion', 'bar', 'adilen', 'simpatica', 'preparando', 'riquisimos', 'tragos', 'llevo', 'quedarnos', 'altas', 'horas', 'madrugada', 'degustando', 'manjares', 'mojito', 'san', 'francisco', 'pina', 'colada', 'limpieza', 'bien', 'fin', 'llevo', 'buena', 'impresion', 'hotel', 'si', 'bien', 'centrico', 'da', 'mar', 'permitia', 'ver', 'unas', 'puestas']","['pas', '2', 'dias', 'haban', 'hotel', 'haban', 'panoram', 'famili', 'verd', 'sent', 'bien', 'atend', 'hotel', 'bonit', 'vari', 'pis', '2', 'ascensor', 'panoram', 'comun', 'habit', 'espaci', 'precis', 'pas', 'unas', 'buen', 'vacacion', 'vari', 'bar', 'restaur', 'cart', 'bufett', 'sal', 'jueg', 'piscin', 'bar', 'inclu', 'gimnasi', 'etc', 'habl', 'atencion', 'bar', 'adil', 'simpat', 'prepar', 'riquis', 'trag', 'llev', 'qued', 'altas', 'hor', 'madrug', 'degust', 'manjar', 'mojit', 'san', 'francisc', 'pin', 'col', 'limpiez', 'bien', 'fin', 'llev', 'buen', 'impresion', 'hotel', 'si', 'bien', 'centric', 'da', 'mar', 'permiti', 'ver', 'unas', 'puest']",5
"['plaza', 'enorme', 'reune', 'revolucionarios', 'revolucion', 'reciente', 'castro', 'asi', 'revolucion', 'independencia', 'espana', 'debe', 'ser', 'genial', 'ver', 'completo', '1', 'mayo', 'alli', 'habia', 'numero', 'autobuses', 'aparcados', 'ademas', 'monton', 'coches', 'viejos', 'americanos', 'turistas', 'llevando', 'edificios', 'rodean', 'plaza', 'mucha', 'importancia', 'edificios', 'administracion', 'regimen', 'castro', 'vale', 'pena', 'vistazo', 'esperes', 'demasiado']","['plaz', 'enorm', 'reun', 'revolucionari', 'revolucion', 'recient', 'castr', 'asi', 'revolucion', 'independent', 'espan', 'deb', 'ser', 'genial', 'ver', 'complet', '1', 'may', 'alli', 'habi', 'numer', 'autobus', 'aparc', 'adem', 'monton', 'coch', 'viej', 'american', 'turist', 'llev', 'edifici', 'rod', 'plaz', 'much', 'import', 'edifici', 'administr', 'regim', 'castr', 'val', 'pen', 'vistaz', 'esper', 'demasi']",5
"['bodeguita', 'medio', 'parada', 'clasica', 'viajero', 'visita', 'habana', 'lugar', 'buen', 'ambiente', 'cocteles', 'malos', 'ahi', 'tomamos', 'peor', 'mojito', 'toda', 'habana', 'paso', 'mas', 'caro', 'arroz', 'mas']","['bodeguit', 'medi', 'par', 'clasic', 'viajer', 'visit', 'haban', 'lug', 'buen', 'ambient', 'coctel', 'mal', 'ahi', 'tom', 'peor', 'mojit', 'tod', 'haban', 'pas', 'mas', 'car', 'arroz', 'mas']",4
"['vale', 'pena', 'conocer', 'lugar', 'si', 'vas', 'nuevo', 'leon', 'camino', 'ir', 'cascada', 'bonito', 'limpio', 'trayecto', 'existen', 'diversas', 'actividades', 'realizar']","['val', 'pen', 'conoc', 'lug', 'si', 'vas', 'nuev', 'leon', 'camin', 'ir', 'casc', 'bonit', 'limpi', 'trayect', 'exist', 'divers', 'activ', 'realiz']",5
"['alojamos', 'aqui', 'noche', 'parte', 'viaje', 'habana', 'holguin', 'principio', 'hotel', 'parecia', 'genial', 'zona', 'vestibulo', 'bastante', 'impresionante', 'entras', 'hotel', 'habitacion', 'bien', 'cama', 'comoda', 'zona', 'piscina', 'enormemente', 'abarrotada', 'distinto', 'resort', 'holguin', 'hace', 'hotel', 'comida', 'buffet', 'noche', 'fria', 'comida', 'realmente', 'agradable', 'desayuno', 'tambien', 'bueno', 'frio', 'scrambelled', 'huevo', 'agradable', 'damas', 'aseos', 'zona', 'vestibulo', 'asqueroso', 'agua', 'todas', 'partes', 'asi', 'pantalones', 'empapo', 'agradable', 'informamos', 'personal', 'realmente', 'interesados', 'alegre', 'haber', 'quedado', 'solo']","['aloj', 'aqui', 'noch', 'part', 'viaj', 'haban', 'holguin', 'principi', 'hotel', 'pareci', 'genial', 'zon', 'vestibul', 'bastant', 'impresion', 'entras', 'hotel', 'habit', 'bien', 'cam', 'comod', 'zon', 'piscin', 'enorm', 'abarrot', 'distint', 'resort', 'holguin', 'hac', 'hotel', 'com', 'buffet', 'noch', 'fri', 'com', 'realment', 'agrad', 'desayun', 'tambi', 'buen', 'fri', 'scrambell', 'huev', 'agrad', 'dam', 'ase', 'zon', 'vestibul', 'asquer', 'agu', 'tod', 'part', 'asi', 'pantalon', 'empap', 'agrad', 'inform', 'personal', 'realment', 'interes', 'alegr', 'hab', 'qued', 'sol']",3
"['vocacion', 'hotel', 'atender', 'viajeros', 'negocio', 'absolutamente', 'necesita', 'hotel', 'nuevo', 'bien', 'equipado', 'desayuno', 'incluido', 'puede', 'ser', 'buena', 'opcion', 'sucede', 'valle', 'oriente', 'monterrey', 'facil', 'caminar', 'lado', 'embargo', 'puede', 'moverse', 'facil', 'economicamente', 'uber', 'relacion', 'valor', 'precio', 'excelente', 'supera', 'hoteles', 'mas', 'caros', 'viejos', 'camino', 'real', 'presidente', 'intercontinental']","['vocacion', 'hotel', 'atend', 'viajer', 'negoci', 'absolut', 'necesit', 'hotel', 'nuev', 'bien', 'equip', 'desayun', 'inclu', 'pued', 'ser', 'buen', 'opcion', 'suced', 'vall', 'orient', 'monterrey', 'facil', 'camin', 'lad', 'embarg', 'pued', 'mov', 'facil', 'econom', 'uber', 'relacion', 'valor', 'preci', 'excelent', 'super', 'hotel', 'mas', 'car', 'viej', 'camin', 'real', 'president', 'intercontinental']",5
"['reserve', 'lugar', 'tenian', 'mesa', 'respetan', 'reservaciones', 'mucha', 'clientela', 'mal', 'servicio']","['reserv', 'lug', 'teni', 'mes', 'respet', 'reserv', 'much', 'clientel', 'mal', 'servici']",5
"['hotel', 'emblematico', 'visitar', 'imgines', 'hotel', 'seria', 'cualquier', 'ciudad', 'corecto', 'servicio', 'amable', 'mas']","['hotel', 'emblemat', 'visit', 'imgin', 'hotel', 'seri', 'cualqui', 'ciud', 'corect', 'servici', 'amabl', 'mas']",3
"['destacar', 'buen', 'aseo', 'comodidad', 'camas', 'da', 'buen', 'descanso', 'vistas', 'marina', 'habitacuones', 'vista', 'mar', 'silenciosas', 'embargo', 'falta', 'amabilidad', 'personas', 'recepcion', 'desayuno', 'variado', 'relacion', 'precio', 'paga', 'piscina', 'diminuta', 'cantidad', 'habitaciones', 'amenities', 'neutrogena', 'dice', 'pagina', 'oficial', 'hilton', 'ademas', 'solo', 'ponen', 'jabon', 'shampoo', 'acondicionador', 'calidad', 'regular', 'toallas', 'deterioradas', 'perchero', 'bano', 'danado', 'existe']","['destac', 'buen', 'ase', 'comod', 'cam', 'da', 'buen', 'descans', 'vist', 'marin', 'habitacuon', 'vist', 'mar', 'silenci', 'embarg', 'falt', 'amabil', 'person', 'recepcion', 'desayun', 'vari', 'relacion', 'preci', 'pag', 'piscin', 'diminut', 'cantid', 'habit', 'ameniti', 'neutrogen', 'dic', 'pagin', 'oficial', 'hilton', 'adem', 'sol', 'pon', 'jabon', 'shampo', 'acondicion', 'calid', 'regul', 'toall', 'deterior', 'percher', 'ban', 'dan', 'exist']",3
